id,Sentence,Aspect Term,polarity,from,to
2347,"Being a PC user my whole life, it's taking a bit of time to adapt to the OS of a Mac but I'm finding my way around.",OS,neutral,73,75
1470,The computer will constantly be getting hot and burning your leg unless you go through the hassle of taking off the entire back of it just to clean out the fan.,fan,negative,156,159
1601,"I have in the past gotten superfine sandpaper and ""fixed"" the edges by rounding them off.",edges,negative,62,67
1747,Downfalls: sharp edges.,edges,negative,17,22
2537,i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,carry,neutral,27,32
2322,The screen is gorgeous - yummy good.,screen,positive,4,10
1129,"Did I mention everything about it, from size to weight to keyboard screams BULK?",size,negative,40,44
941,I had it four months when my disc drive refused to open.,disc drive,negative,29,39
1154,"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.",hard drive,neutral,29,39
1201,"Once again, I was told it was the suspicious  power supply  problem.",power supply,negative,46,58
1558,"The Macbook starts fast, doesn't crash, has a fantastic display, is small and light (I have the 13.3"" model), and isn't always complaining about updates, lost connections, errors, blue screens, etc.",display,positive,56,63
462,Unable to boot up this brand new laptop.,boot up,negative,10,17
2248,"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",Pages,positive,37,42
1097," I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!",hard drive,negative,20,30
1308,"The guy then said that if I insist on having the hinge tightened, they can do it for me but I have to accept the condition after the ""repair"".",hinge,neutral,49,54
838,"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",motherboard,neutral,23,34
2477,"I love the feel of the key board, as well as the trackpad.",key board,positive,23,32
2226,Now I have the best of both worlds with all of the power and ease of the Mac!,power,positive,51,56
1051,-Touchpad will take a bit of time to get used to.,Touchpad,neutral,1,9
1216,Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,connection card,neutral,73,88
1074,"But, buy this model and just purchase 4GB of RAM (2x2GB for $92 or 1x4GB for $99), and save yourself $100 than the other model with 8GB of RAM.",4GB of RAM,neutral,38,48
2401,"If you're looking for something to fly through those massive spreadsheets or play a graphics-intensive game, you'd be better off getting a machine aimed at that segment of the market.",game,neutral,103,107
1684,"Browsing, also, was no problem for me when I used itunes ( which usually slows down my PC ).",Browsing,positive,0,8
2680,"Again, decent comp for the price, and I was in need of one quickly as my other laptop died on me.",price,positive,27,32
1401,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,setup,negative,131,136
1803,"My friend just had to replace his entire motherboard, so did my wife, and it looks like I will have to as well.",motherboard,negative,41,52
1140,"  Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.",Toshiba customer services,negative,2,27
2143,Quality Display  I was surprised with the performance and quality of this HP Laptop.,Quality Display,positive,0,15
1778,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,battery life,negative,4,16
1769,The internet capabilities are also very strong and picks up signals very easily.,internet capabilities,positive,4,25
2447,"Its fast, has High definition quality in the videos.",High definition quality,positive,14,37
2390,"Speakers don't get that loud, but good enough.",Speakers,conflict,0,8
1676,Another Great thing is the Beast graphics.,Beast graphics,positive,27,41
27,The ease of set up was terrific.,set up,positive,12,18
2619,Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,wall charger,neutral,65,77
31,"Screen is crystal clear, yes it's small - but it's a netbook!",Screen,conflict,0,6
2935,The battery life is probably an hour at best.,battery life,negative,4,16
1369,This is a review of windows vista system.,windows vista system,neutral,20,40
3057,"cosmetically, the only thing they changed was 2 of the Function keys at the top.",Function keys,neutral,55,68
1001,But sadly the replacement froze-up while updating the BIOS again and shut down and would not turn back on.,BIOS,negative,54,58
830,  There's literally no way to make it sing with Vista.,Vista,negative,48,53
2913,Screen size is perfect for portable use in any environment.,Screen size,positive,0,11
32,"First, it does not have a push button to open the lid.",push button,negative,26,37
1626,"I used to build my own desktops from the component parts, and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).",Pentium 4,neutral,85,94
2067,I now realize that my $900 would have been better spent on a Windows laptop.,Windows,positive,61,68
1184,) And printing from either word processor is an adventure.,word processor,negative,27,41
2065,"After purchasing this thing, I find out that I need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",interface device,negative,62,78
1187,Another included program that is laughable is the chess game.,included program,negative,8,24
711,"Yes, I thought the expese was a little much, but I now realize you get what you pay for.",expese,negative,19,25
2846,"It works great for general internet use, Microsoft Office apps, home bookkeeping, etc.",Microsoft Office apps,positive,41,62
2873,"The price was very good, and the product is top quality.",price,positive,4,9
653,It played various games without problems and ran aero smoothly and flawlessly.,games,neutral,18,23
1902,  The screen almost looked like a barcode when it froze.,screen,negative,6,12
1985,"From the get-go, the M6809 was unsteady in its operation;",operation,negative,47,56
1730,"Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done.",screen,positive,86,92
1540,"It even has a great webcam, and Skype works very well.",webcam,positive,20,26
1794,"I love the solid machined aluminum frame, and the keyboard is the best of any laptop I've used.",machined aluminum frame,positive,17,40
2407,You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,parallels type program,positive,19,41
2827,This computer I used daily nice compact design.,design,positive,40,46
2960,"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",ATI graphics card,positive,4,21
1972,It was hard to handle and operate at school.,handle,negative,15,21
2867,It has easy to use features and all the speed and power I could ask for.,features,positive,19,27
592,"My power supply cord developed exposed wires within the first year of ownership, so it was covered by the Applecare warranty plan.",power supply cord,negative,3,20
2134,I preferred the fit and feel of the 13 inch.,13 inch,positive,36,43
542,power supply went bad after 2 weeks --,power supply,negative,0,12
2373,"The screen takes some getting use to, because it is smaller than the laptop.",screen,negative,4,10
44,I regret buying it before understanding how awful it is to use.,use,negative,59,62
1383,The right speaker did not work.,right speaker,negative,4,17
1846,  Dealing with the support drone on the other end of the chat was sheer torture.,support,negative,19,26
578,"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.",Final Cut Pro,positive,4,17
59,"The computer runs extremely slowly, whether opening Word or My Computer.",runs,negative,13,17
1811,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Mac Snow Leopard O/S,positive,4,24
2313,"Startup in about 30 seconds, shutdown in 2-4 seconds, resume from sleep in 0-2 seconds.",Startup,neutral,0,7
3062,"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.",screen,positive,4,10
2485,I have only had PCs with Windows before so this takes a little getting use to.,Windows,neutral,25,32
676,super fast processor and really nice graphics card..,processor,positive,11,20
1743,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.",size,positive,160,164
2308,The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,windows 7 system,negative,55,71
2689,"I dislike the weight and size, cubersome.",weight,negative,14,20
2995,The wheel that turns the volume up and down doesn't work in real time.,wheel,negative,4,9
1625,I cannot be happier with the service or product.,service,positive,29,36
581,"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.",flatline keyboard,positive,45,62
700,Speakers doesn't sound that great.,Speakers,negative,0,8
2809,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",windows 7,positive,7,16
1163,"After numerous calls to Applecare tech support, I was directed to send in my computer;",Applecare tech support,negative,24,46
843,"The ""abuse"" is that I pushed the power plug in too hard.",power plug,negative,33,43
2625,The resolution on the screen is almost pure HD.,resolution on the screen,positive,4,28
2173,"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.",programs,neutral,13,21
2682,"Not sure how I recommend it for quality gaming, as I have a desktop rig for that reason.",gaming,negative,40,46
1817,"Great value, fast delivery- Computer works as if brand new, no problems, very pleased",delivery,positive,18,26
248,The Internet Explorer was very slow from the very beginning.,Internet Explorer,negative,4,21
836,The AC power port becomes loose over time,AC power port,negative,4,17
1682,"As a user of a PC, I will will admit that the macBook Pro has a better running system in which I found myself ""Getting the job done quicker.",running system,positive,71,85
2952,"There are no gold key numbers too intall programs, you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time.",programs,negative,41,49
879,and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,power supply,positive,58,70
1592,Enjoy that Toshib force and durability unparalleled,force,positive,18,23
2101,Which is great I am running Vista Business and scored a 5.X on the index I have never seen a windows machine have a total score in the 5's.,Vista Business,positive,28,42
706,"I use the computer to basically check emails, surf the web, print coupons and for my college papers.",surf the web,neutral,46,58
2482,"We love the size of the screen, although it is still lightweight and very easy to tote around.",size of the screen,positive,12,30
795,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,work,negative,39,43
326,"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",use,positive,74,77
1458,  the battery is irreplaceable.,battery,negative,6,13
2084,"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",Win 7,positive,109,114
503,"I have never really been big on downloading anything so I wasn't too worried about getting a virus, plus I thought I was protected by Norton.",Norton,negative,134,140
277,"The internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all.",internet,negative,4,12
2105,It's software and speed enable it to do amazing things.,software,positive,5,13
1268,Could not keep up with me and finally the hard drive went out.,hard drive,negative,42,52
2603,"I am most impressed with the programming, including the iPhoto.",programming,positive,29,40
213,Speakers too small to be of any real use.,Speakers,negative,0,8
2621,"I upgraded it's RAM to 2GB, I am very happy with it.",RAM,positive,16,19
2518,I purchased a Toshiba Satellite M60 (with harman/kardon speakers!) in December of 2005.,speakers,positive,56,64
62,They should have included more memory on their computers if they knew Vista would run slowly.,memory,negative,31,37
445,Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,Battery life,negative,0,12
90,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",battery,negative,4,11
1366,  After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,warrenty,neutral,12,20
1542,"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",Windows 7 Starter,positive,4,21
456,The neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,icon list,positive,23,32
1892,I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired.,warranty,negative,82,90
1548,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",price,positive,94,99
582,"The apple care has never failed me, and I expect it to be the same for this computer as well.",apple care,positive,4,14
2875,The Toshiba laptop I am using is easier to use than most I have tried.,use,positive,43,46
901,"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.",warranty,neutral,154,162
2880,So we exchanged it for the same on and after 2 hours it didn't work.,work,negative,63,67
2393,"I love the size, keyboard, the functions.",size,positive,11,15
2837,the mouse is way way way to sensitve.,mouse,negative,4,9
2547,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,OS,positive,4,6
1070,"Also, I issued a replacement RMA for a few dead pixels in the upper zone of the screen, which is noticable to me.",screen,negative,80,86
99,"After way too many times sending the thing in for repairs (delivery service was slow, and without the laptop I had no access to the internet, and thus no way of tracking it to find out when I might hope to see my computer again), it finally kicked the bucket after just over 2 years.",delivery service,negative,59,75
1480,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",performance,positive,49,60
3078,the i3 processor doesn't seem to run hot and the fan rarely turns on.,i3 processor,positive,4,16
2009,"  The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",battery,negative,6,13
963,"  Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",mousepad,neutral,60,68
1645,See when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.,operating system,neutral,62,78
2792,"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.",resolution of the screen,negative,46,70
2575,"The only thing I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.",touchpad,negative,62,70
571,very convenient when you travel and the battery life is excellent...,battery life,positive,40,52
2011,  The machine is slow to boot up and occasionally crashes completely.,boot up,negative,25,32
2161,This is great if you have several lectures back to back and don't have a chance to charge during one of the lectures.,charge,positive,83,89
3080,I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff.,OS,neutral,83,85
2583,the screen brightness automatically adjusts.,screen brightness,neutral,4,21
2208,I especially like the backlit keyboard.,backlit keyboard,positive,22,38
2526,"Besides the great look, it is a great machine.",look,positive,18,22
396,"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.",cost,negative,10,14
2088,"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",sound,negative,4,9
1799,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.),SATA controller,neutral,5,20
1052,The buttons you have to press a little harder than most.,buttons,negative,4,11
1922,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery life,negative,4,16
2990,Right size and weight for portability.,size,positive,6,10
828,"  It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*.",Windows Vista Home Premium,neutral,21,47
3023,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,display,negative,26,33
2961,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,electronic fuzz sound,negative,58,79
2329,"While it was highly rated, would I like it? I tried the keyboard at the store, and it seemed ok.",keyboard,neutral,56,64
2000,"Treat yourself to a more expensive, long-lasting laptop of quality like a Sony, Apple, or Toshiba.",quality,positive,59,66
1528,"I have had to call with a few questions or issues and they have helped me for free, even without the warranty.",warranty,neutral,101,109
772,Was searching online for a power supply when I found this site.,power supply,neutral,27,39
1502,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming.",gaming,neutral,107,113
858,  I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,costs,negative,52,57
1173,(No problem with the ordering or shipping by the way.,shipping,positive,33,41
1647,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,ram,positive,8,11
2488,The one thing I wish it had was a detailed hardcopy manuel.,hardcopy manuel,negative,43,58
1995,"I edit and burn to DVD a lot of video, so I obviously could not live with a non-functioning drive.",drive,negative,92,97
2820,"Fast, great visual!",visual,positive,12,18
2083,It's priced very reasonable and works very well right out of the box.,priced,positive,5,11
1060,You will need them if you want to reload the OS (I recommend doing if you can to start fresh and optimal).,OS,neutral,45,47
2782,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",keyboard,positive,10,18
1511,There are so many wonderful features and benefits to the new MacBook!,features,positive,28,36
563,the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds.,speeds,positive,91,97
2668,The only thing i can say is that the touch pad doesnt work like it should all the time.,touch pad,negative,37,46
1535,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",size,positive,65,69
2991,Battery life needs more life.,Battery life,negative,0,12
132,For some odd reasons the computer doesn't reconize the operation system.,operation system,negative,55,71
208,The trackpad was easy to learn and navigate.,trackpad,positive,4,12
2314,"Applications open in seconds and there are no lags, hiccups or awkward moments when you wonder whether your computer is out for tea.",Applications,positive,0,12
634,I respond that I do not have the old computer and this way I would lose the data on my hard drive.,hard drive,negative,87,97
1926,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Windows,neutral,84,91
2417,Even though the computer is larger they did not make the keyboard larger.,keyboard,negative,57,65
500,We paid for the three year warranty and the extended warranty after that one ended as well.,three year warranty,neutral,16,35
859,"Its not just slow on the internet, its slow in general.",internet,negative,25,33
1504,It has just enough RAM to run smoothly and enough memory to satisfy my needs.,RAM,positive,19,22
158,"I acually believe the issue is with the Nvidia grafics card, but still requires a return.",Nvidia grafics card,negative,40,59
2879,My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.,work,negative,89,93
1565,The resolution is even higher then any other laptop on the market.,resolution,positive,4,14
2854,"Then just the other day, my left ""mouse"" button snapped!","left ""mouse"" button",negative,28,47
2585,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,keyboard,positive,80,88
2692,"Laptop is advertised as a 15"" but the casing looks like that of a 17"".",casing,negative,38,44
3018,The feel of this machine compared to the old MacBook is far superior.,feel,positive,4,8
49,"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",hard disc,negative,31,40
259,"They break down just as often as PCs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a Mac, they don't exist.",virus protection programs for a Mac,negative,186,221
2146,"But with A WAY Bigger Screen, and IS able to connect to an HDMI.",Screen,positive,22,28
1399,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,graphics,negative,4,12
2400,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,build quality,positive,12,25
1302,I guess he was the technical person.,technical person,neutral,19,35
534,A seventy dollar mouse!,mouse,neutral,17,22
429,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",shipped,negative,78,85
2301,when i first got it i thought the size of it was a joke.,size,negative,34,38
2378,It is fast and i have not had a problem with internet connection or any other problems.,internet connection,positive,45,64
2722,I'm really impressed with the quality and performance for the price of the computer.,quality,positive,30,37
1058,"But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD.",recovery DVDs,neutral,48,61
2252,"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",photo detection software,positive,22,46
2781,The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,speakers,negative,4,12
927,"So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).",price,negative,301,306
2955,"It is so simple to use, I use it more than my desktop.",use,positive,19,22
2697,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,touchpad,negative,30,38
2357,I have had no problems with it unlike some hardware defects on past models.,hardware,negative,43,51
1087,"EITHER WAY, THE KEYBOARD IS UNSATISFACTORY.",KEYBOARD,negative,16,24
2529,"Well, I have to say since I bought my Mac, I won't ever go back to any Windows.",Windows,negative,71,78
2111,"I took it in to the Apple store and guess what? They fixed it, no cost out of pocket.",cost,negative,66,70
400,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",quality,positive,4,11
2212,"The applications are also very easy to find and maneuver, much easier than any other computer I have ever owned.",applications,positive,4,16
2153,The large screen gives you the option to comfortably watch movies or TV shows on your computer instead of buying an additional TV for your dorm room.,screen,positive,10,16
443,"Great laptop for school, easy to use for beginners in the household.",use,positive,33,36
194,"4) Laptop still did not work, blue screen within a week...",work,negative,24,28
2620,"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",speakers,negative,60,68
1299,"Of course, I inspected the other netbooks and clearly their hinges are tighter and I even demonstrate the difference between my netbook and others.",hinges,negative,60,66
366,Not to mention the fact that your mac comes fully loaded with all necessary basic programs.,programs,positive,82,90
2686,Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).,work,negative,7,11
784,If this is an improvement in Customer Service then I would hate too see what it was before!,Customer Service,negative,29,45
1496,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",programs,positive,11,19
2602,"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.",expense,negative,32,39
1450,"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.",components,positive,112,122
1410,"There is no cd drive on the computer, which defeats the purpose of keeping files on a cd.",cd drive,negative,12,20
2097,For me I was lucky and a local store was selling them for $2000 off and Best Buy matched their price so I was able to buy one for under $1000,price,positive,95,100
1795,"Unfortunately, Apple's quality has continued to slide.",quality,negative,23,30
1614,I believe that the quality of a mac is worth the price.,quality,positive,19,26
1392,sometimes you will be moving your finger and the pointer will not even move.,pointer,negative,49,56
1159,"I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.",life span,negative,70,79
2757,"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",design,positive,16,22
278,The layout of the MacBook is horrible and confusing;,layout,negative,4,10
2783,Was not happy with one of the programs on it.,one of the programs,negative,19,38
327,"Also it is very good for college students who just need a reliable, easy to use computer.",use,positive,76,79
2731,The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.,Touchpad,negative,20,28
1749,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",iwork,positive,150,155
245,It is light and the battery last a very long time.,battery,positive,20,27
1142,"  And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",memory,neutral,86,92
1438,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",keys,negative,15,19
952,The next time I had an issue my lightscribe wouldn't work.,lightscribe,negative,32,43
1858,"The touchpad is extremely sensitive, which is the only drawback.",touchpad,negative,4,12
2235,also it comes with very useful applications like iphoto that it is the best photo application i have ever had,applications,positive,31,43
1182,"They don t translate from a Mac, even on Word, resulting in a ton of run-on sentences.",Word,negative,41,45
2455,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",17 ince screen,neutral,39,53
1213,Summary: They played games with me for the warranty period.,warranty period,negative,43,58
1924,"In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",HD,negative,116,118
2171,I can have both OSX and Windows XP running at the same time!,OSX,positive,16,19
552,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Features,neutral,16,24
733,Microsoft seems to be unable to keep up with repairs for the multitude of windows problems.,windows,negative,74,81
2242,The graphics are stunning.,graphics,positive,4,12
2085,"(I found a 2GB stick for a bit under $50) Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",system,positive,91,97
543,after much effort and 10 days ASUS replaced itThe WiFi is very weak.,WiFi,negative,50,54
925,You can call HP and they want you to buy more software to fix it.,software,neutral,46,54
1771,It is easy to navigate and update programs.,update programs,neutral,27,42
2258,", Applications respond immediately (not like the tired MS applications).",Applications,positive,2,14
1960,"All in all, a very disappointing experience except that I learned how good the Geek Squad is and also Customer Service.",Customer Service,positive,102,118
2223,"The only drawback for me is how dirty the screen gets, and rather quickly too.",screen,negative,42,48
23,"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",carry,positive,43,48
2711,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",applications,positive,50,62
1606,I also did not like the loud noises it made or how the bottom of the computer would get really hot.,noises,negative,29,35
1018,I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,repair technician,positive,84,101
2728,defective software.,software,negative,10,18
1964,This computer was so challenging to carry and handle.,carry,negative,36,41
2808,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,Cords,negative,0,5
775,Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,power supply,negative,56,68
2424,It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.,Core2 Quad,neutral,45,55
1689,It is good to know that I can mobilize without having to worry about the battery life.,battery life,positive,73,85
1078,"The screen is nice, side view angles are pretty good.",screen,positive,4,10
1492,"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen.",screen,positive,18,24
808,3 weeks went by and the computer keeps crashing and will not open any applications.,applications,neutral,70,82
1472,Not to mention sometimes the whole charger unit will decide not to work entirely.,charger unit,negative,35,47
1038,"Looks nice, but has a horribly cheap feel.",feel,negative,37,41
544,"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.",signals,positive,39,46
1959,"The feel of this is better than the Toshiba, too.",feel,positive,4,8
315,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,quality,positive,125,132
2573,"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",memory,neutral,15,21
1996,"I am not sure if it was the drive itself, however;",drive,neutral,28,33
1600,"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.",edges,negative,41,46
719,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",keyboard,positive,23,31
141,"Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!",shipping,negative,48,56
1255,I should have checked this before I installed my applications.,applications,neutral,49,61
667,The battery is really long.,battery,positive,4,11
1992,"Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.",DVD burner,negative,40,50
2430,Had some trouble finding a case that it would fit in.,case,negative,27,31
1021,This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,keyboard,negative,50,58
1701,Comes with iMovie;,iMovie,positive,11,17
811,COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,SERVICE FACILITY,negative,21,37
504,When I called Sony the Customer Service was Great.,Customer Service,positive,23,39
1845,  even though I had the receipt in front of me proving it still had 2 months left on the warranty.,warranty,negative,89,97
2479,"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",programs,neutral,48,56
1407,"My computer froze on several occasion, had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all.",buttons,negative,43,50
1113,Not even safe mode boots.,safe mode,negative,9,18
2431,"This is an over-sized, 18-inch laptop.",18-inch,negative,23,30
905,I had to pay $100 for a universal charger for this cheap $300 laptop.,universal charger,negative,24,41
2196,The powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary.,powerpoint,positive,4,14
1878,1.You can not change your desktop background (window's 7 starter does NOT support that function).,desktop background,negative,26,44
758,"Took me 11 hours, 3 trips to different FedEx offices, and brutal conversations with 14 of the worse IT support technicians in the world.",IT support technicians,negative,100,122
1295,"As usual at customer service center, she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (I could see them).",customer service center,negative,12,35
112,The screen gets smeary and dusty very quickly and it's very noticeable.,screen,negative,4,10
1101,Strengths:Well-shaped Weaknesses:A bad videocard!,videocard,negative,39,48
