Sentence,Aspect Term,Polarity
"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifantÃ‚Â amount off the price.",components,Positive
"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifantÃ‚Â amount off the price.",price,Positive
"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifantÃ‚Â amount off the price.",price,Positive
"There is no cd drive on the computer, which defeats the purpose of keeping files on a cd.",cd drive,Negative
For me I was lucky and a local store was selling them for $2000 off and Best Buy matched their price so I was able to buy one for under $1000,price,Positive
"Unfortunately, Apple's quality has continued to slide.",quality,Negative
I believe that the quality of a mac is worth the price.,quality,Positive
I believe that the quality of a mac is worth the price.,price,Positive
sometimes you will be moving your finger and the pointer will not even move.,pointer,Negative
"I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.",life span,Negative
"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",design,Positive
"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",looks,Positive
"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",feel,Positive
"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",my toshiba feature,Positive
The layout of the MacBook is horrible and confusing;,layout,Negative
Was not happy with one of the programs on it.,one of the programs,Negative
"Also it is very good for college students who just need a reliable, easy to use computer.",use,Positive
The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.,Touchpad,Negative
The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.,USB,Negative
The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.,Touchpad,Negative
"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",iwork,Positive
"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",office,Neutral
"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",word processor,Negative
"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",windows,Neutral
"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",document creation,Neutral
It is light and the battery last a very long time.,battery,Positive
"Ã‚Â And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",memory,Neutral
"Ã‚Â And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",memory stick,Neutral
"Ã‚Â And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",memory stick,Neutral
"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",keys,Negative
"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",keyboard,Negative
"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",button below the mouse pad,Negative
"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",screen,Negative
"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",paint,Negative
The next time I had an issue my lightscribe wouldn't work.,lightscribe,Negative
"The touchpad is extremely sensitive, which is the only drawback.",touchpad,Negative
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,applications,Positive
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,iphoto,Positive
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,photo application,Positive
"They don t translate from a Mac, even on Word, resulting in a ton of run-on sentences.",Word,Negative
"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",17 ince screen,Neutral
"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",screen,Positive
Summary: They played games with me for the warranty period.,warranty period,Negative
"InÃ‚Â November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",HD,Negative
"InÃ‚Â November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",drivers,Negative
"InÃ‚Â November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",Windows update,Negative
I can have both OSX and Windows XP running at the same time!,OSX,Positive
I can have both OSX and Windows XP running at the same time!,Windows XP,Positive
"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Features,Neutral
"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Performance,Negative
"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Battery Life,Positive
"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Price,Negative
"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Value,Negative
Microsoft seems to be unable to keep up with repairs for the multitude of windows problems.,windows,Negative
The graphics are stunning.,graphics,Positive
"(I found a 2GB stick for a bit under $50) Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",system,Positive
after much effort and 10 days ASUS replaced itThe WiFi is very weak.,WiFi,Negative
You can call HP and they want you to buy more software to fix it.,software,Negative
It is easy to navigate and update programs.,update programs,Positive
It is easy to navigate and update programs.,navigate,Positive
", Applications respond immediately (not like the tired MS applications).",Applications,Positive
", Applications respond immediately (not like the tired MS applications).",MS applications,Negative
"All in all, a very disappointing experience except that I learned how good the Geek Squad is and also Customer Service.",Customer Service,Positive
"The only drawback for me is how dirty the screen gets, and rather quickly too.",screen,Negative
"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",carry,Positive
"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",weight,Positive
"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",applications,Positive
"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",programs,Positive
"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously.",Internet tabs,Positive
I also did not like the loud noises it made or how the bottom of the computer would get really hot.,noises,Negative
I also did not like the loud noises it made or how the bottom of the computer would get really hot.,bottom of the computer,Negative
I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,repair technician,Positive
defective software.,software,Negative
This computer was so challenging to carry and handle.,carry,Negative
This computer was so challenging to carry and handle.,handle,Negative
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,Cords,Negative
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,power,Neutral
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,headphones,Neutral
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,mic,Neutral
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,network connection,Neutral
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,setup,Negative
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,cords,Negative
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,cords,Negative
Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,power supply,Negative
It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.,Core2 Quad,Positive
It is good to know that I can mobilize without having to worry about the battery life.,battery life,Positive
"The screen is nice, side view angles are pretty good.",screen,Positive
"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen.",screen,Positive
"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen.",screen,Positive
3 weeks went by and the computer keeps crashing and will not open any applications.,applications,Negative
Not to mention sometimes the whole charger unit will decide not to work entirely.,charger unit,Negative
"Looks nice, but has a horribly cheap feel.",feel,Negative
"Looks nice, but has a horribly cheap feel.",Looks,Positive
"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.",signals,Positive
"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.",signal,Negative
"The feel of this is better than the Toshiba, too.",feel,Positive
I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,quality,Positive
"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",memory,Neutral
"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",Windows 7 Starter,Neutral
"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",Win 7 Home,Neutral
"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",runs,Positive
"I am not sure if it was the drive itself, however;",drive,Neutral
"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.",edges,Negative
"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.",incase shells,Neutral
"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",keyboard,Positive
"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",weight,Positive
"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",use,Positive
"Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!",shipping,Negative
"Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!",repair center,Negative
I should have checked this before I installed my applications.,applications,Neutral
The battery is really long.,battery,Positive
"Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.",DVD burner,Negative
"Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.",power supply,Negative
Had some trouble finding a case that it would fit in.,case,Negative
This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,keyboard,Negative
This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,keyboard functions,Negative
Comes with iMovie;,iMovie,Neutral
COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,SERVICE FACILITY,Negative
When I called Sony the Customer Service was Great.,Customer Service,Positive
Ã‚Â even though I had the receipt in front of me proving it still had 2 months left on the warranty.,warranty,Neutral
"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",programs,Positive
"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",system,Positive
"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",using the internet,Positive
"My computer froze on several occasion, had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all.",buttons,Negative
Not even safe mode boots.,safe mode,Negative
"This is an over-sized, 18-inch laptop.",18-inch,Neutral
I had to pay $100 for a universal charger for this cheap $300 laptop.,universal charger,Negative
The powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary.,powerpoint,Positive
1.You can not change your desktop background (window's 7 starter does NOT support that function).,desktop background,Negative
1.You can not change your desktop background (window's 7 starter does NOT support that function).,window's 7 starter,Negative
1.You can not change your desktop background (window's 7 starter does NOT support that function).,function,Negative
"Took me 11 hours, 3 trips to different FedEx offices, and brutal conversations with 14 of the worse IT support technicians in the world.",IT support technicians,Negative
"As usual at customer service center, she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (I could see them).",customer service center,Neutral
The screen gets smeary and dusty very quickly and it's very noticeable.,screen,Negative
Strengths:Well-shaped Weaknesses:A bad videocard!,videocard,Negative
Strengths:Well-shaped Weaknesses:A bad videocard!,shaped,Positive
You can't even get a satellite card which is why I bought to begin with.,satellite card,Negative
"The battery life, before the battery completely died of course, left much to be desired.",battery life,Negative
"The battery life, before the battery completely died of course, left much to be desired.",battery,Negative
"It is a REAL touchpad, not the toy I saw in other brands.",touchpad,Positive
"Long story, but after many calls to various offices, I was told that no one can override the depot and that managers don't take phone calls or e/mails.",depot,Negative
Price and purpose is awesome!,Price,Positive
Wonderful zooming.,zooming,Positive
"The screen is huge and coloful, but no LED backlighting.",screen,Negative
"In all honesty, if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not buy this computer.",sized,Neutral
Everything about this computer is easy to use.,use,Positive
"Ã‚Â Worse, for the price I could get a *netbook* that outperforms this machine.",price,Negative
It had most of the features and all of the power that I wanted to replace my desktop machine.,features,Positive
It had most of the features and all of the power that I wanted to replace my desktop machine.,power,Positive
Keyboard was also very nice and had a solid feel.,Keyboard,Positive
It did not have all the features I expected it to have.,features,Negative
"No luck, although I waited for hours on the phone-Visited MacHouse, they stated the their call center is down due to too many phonecalls (difficult to believe).",call center,Negative
There is a backlit keyboard which is perfect for typing in the dark.,backlit keyboard,Positive
It has a lot of memory and a great battery life.,memory,Positive
It has a lot of memory and a great battery life.,battery life,Positive
"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",service rep,Neutral
"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",power adapter,Negative
"I love this program, it is superior to windows movie maker.",program,Positive
"I love this program, it is superior to windows movie maker.",windows movie maker,Negative
He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,hard drive,Negative
He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,antivirus software,Negative
"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",design,Positive
"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",beauty,Positive
"The price is great for this model, I only plan on using it for media in the entertainment room.",price,Positive
It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.,Garmin GPS software,Negative
It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.,Microsoft Office 2003,Negative
I've also had to have the keyboard replaced at my expense.,keyboard,Negative
"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",staff,Negative
"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",fan noise,Negative
Was very much worth the price i paid.,price,Positive
Even out of warranty!,warranty,Neutral
This is a great little computer for the price.,price,Positive
"Crisp screen, great battery life, and plenty of storage.",screen,Positive
"Crisp screen, great battery life, and plenty of storage.",battery life,Positive
"Crisp screen, great battery life, and plenty of storage.",storage,Positive
"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",apple associates,Positive
"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",screen,Negative
The Toshiba Satellite has been more than I expected for the price.,price,Positive
"I had to adjust my mousepad sensitivity, because it is very sensitive.",mousepad sensitivity,Negative
"I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.",iWork,Neutral
"I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.",MS Office,Neutral
"I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.",MS Office,Neutral
Keyboard is plastic and spongey feeling.,Keyboard,Negative
"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.",mac osx,Positive
"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.",operating system,Positive
i also love having the extra calculator number set up on the keyboard which most laptops do not have.,keyboard,Positive
Because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.,hinge,Negative
Because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.,motherboard,Negative
You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,surfing the web,Positive
"I love my Apple, it is quick and easy to use.",use,Positive
With notes saying they replaced the hard drive.,hard drive,Negative
"The laptop is relatively simple to use, though I bought Macs for Dummies, which is well worth $2",use,Positive
"Can't close the 2nd HDD bay since there are brackets you have to break off (even then, it still doesn't shut) That could be a major flaw for the dual HDD user.",HDD bay,Negative
No tutorials on the display.,tutorials,Negative
"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",leather carrying case,Neutral
"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",keyboard,Neutral
"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",mouse,Neutral
The touch pad is among the best.,touch pad,Positive
"Thus, when you carry it at a slanted angle, the screen will ""topple"" or ""slide"" down, if you understand what I mean.",screen,Negative
It's now all commodity hardware.,commodity hardware,Neutral
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Paralles,Neutral
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Windows XP Professional,Neutral
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Windows 7 Home Premium,Neutral
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Windows Server Enterprise 2003,Neutral
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Windows Server 2008 Enterprise,Neutral
"How Toshiba handles the repair seems to vary, some folks indicate that they were charged for even an intial fix, others had the repair done 5 times.",repair,Negative
"How Toshiba handles the repair seems to vary, some folks indicate that they were charged for even an intial fix, others had the repair done 5 times.",repair,Negative
I would like to use a different operating system altogether.,operating system,Neutral
