Sentence,Aspect Term,Polarity
It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,system memory,Negative
It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,radeon 5850,Negative
It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,DDR5,Positive
It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,DDR3,Negative
"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.",programs,Positive
"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.",programs,Positive
"The speed gives you the power to work on these projects seamlessly, and multiple at a time if you sowish.",speed,Positive
Awesome laptop and the perfect size to carry around in college.,size,Positive
"Ã‚Â A MONTH LATER, we reinstall the OS (Vista).",OS (Vista),Neutral
"Some problems can be fixed if you purchase new software, but there is no guarentee.",software,Negative
My real problem with it? The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,battery life,Negative
The battery life is also relatively good.,battery life,Positive
"Ã‚Â I definitely suggest getting an extended warranty, you will probably need it!",extended warranty,Positive
"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",features,Positive
"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",programs,Positive
"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",use,Positive
"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.",pop up windows,Negative
"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.",web programming software,Positive
"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.",pop ups,Negative
Memory is upgradable.,Memory,Positive
"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",3G network,Negative
"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",Web access,Negative
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,screen,Positive
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,design based programs,Neutral
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,Adobe Creative Suite,Neutral
Moral of the story:-Do not buy anything from companies that do not respect their customers.,companies,Negative
This is my first Dell I heard their customer service was lacking and that they were working on improving it!,customer service,Negative
As well as having the plug in the computer come loose.,plug,Negative
Second HDD cover has walls inside that need to be broken if you what to install one.,HDD cover,Negative
If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.,applications,Neutral
Great product by Apple with the new great looking design.,design,Positive
I love the keyboard.,keyboard,Positive
"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",iphoto,Positive
"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",program,Positive
"The screen isn't huge, but that doesn't matter when I output media to the 50 inch LCD TV.",screen,Neutral
I will have to purchase Spy ware or Nortell for privacy protection.,Spy ware,Negative
I will have to purchase Spy ware or Nortell for privacy protection.,Nortell,Negative
I was said it's videocard.,videocard,Neutral
For the price and what I get out of it has exceeded my expectations.,price,Positive
"If your time is worth anything to you, if you are tired of rebooting, reformatting, reinstalling, trying to find drivers, if you want a computer to work for you for a change, make the change to this computer.",drivers,Negative
The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.,speakers,Negative
The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.,keyboard,Neutral
"Ã‚Â Now, as easy as it is to use, and I do think it is a great STARTER laptop.",use,Positive
"Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.",Setting,Negative
"Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.",screen size,Negative
"Setting would change for some reason, the screen size would change on it's own, like the pixel sizes and whatnot.",pixel sizes,Negative
It had some kind of pre installed software update that completely shut the computer down when you clicked it.,pre installed software update,Negative
"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.",customer services,Negative
"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.",toshiba customer services,Negative
"Also, the space bar makes a noisy click every time you use it.",space bar,Negative
iPhotos is an excellent program for storing and organizing photos.,iPhotos,Positive
iPhotos is an excellent program for storing and organizing photos.,program,Positive
Other than that its a great performing machine and well meets all my needs and more.,performing,Positive
"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",software,Negative
"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",software,Neutral
"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",booting,Neutral
"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",programs,Positive
"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",iphoto,Positive
"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",imail,Positive
"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.",imovie,Positive
"The only thing I didn't learn in my research was the software I would need like privacy protection and warranty protection, in case it gets broken, or crashes etc.",software,Neutral
Comfterbale to use light easy to transport.,use,Positive
Comfterbale to use light easy to transport.,transport,Positive
The Computer itself is a good product but the repair depot stinks.,repair depot,Negative
I thought the price was great for the specs.,price,Positive
I thought the price was great for the specs.,specs,Positive
the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,cd drive,Negative
"So, the hard disk capacity really doesn't matter to me.",hard disk capacity,Neutral
Keys stick periodically and I havent had the laptop for 45 days yet.,Keys,Negative
I also like that you can scroll down in a window using two fingers on the trackpad.,trackpad,Positive
Everything from the design to the OS is simple and to the point.,design,Positive
Everything from the design to the OS is simple and to the point.,OS,Positive
I'v spent as much for shipping as I would to buy a new netbook -- of course a different brand.,shipping,Negative
I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,gaming look,Positive
I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,gaming performance,Positive
This just keeps having it's hard drive replaced!,hard drive,Negative
"When you look at the specs on Apple products in comparison to a Dell or a HP, yes they do seem to offer less for a higher cost.",cost,Negative
The only downfall is the volume control.,volume control,Negative
Very fast boot up and shut down.,boot up,Positive
Very fast boot up and shut down.,shut down,Positive
I finally decided on this laptop because it was the right price for what I need it.,price,Positive
"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.",internet connectivity,Negative
"If internet connectivity is important I would recommend going with a dell net book for 50 bucks more, or buy a USB wireless card.",USB wireless card,Neutral
I had read online that some users were having sound problems.,sound,Negative
"My last computer, a Toshiba, cost only $400, and worked like a charm for many years.",cost,Positive
It discharges too quickly.,discharges,Negative
"But to be honest, the compatibility issues and the other little quirks make me think I ll buy a PC next time.",compatibility,Negative
Then it ceased charging at all.,charging,Negative
"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",stand,Negative
"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",design,Negative
"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",heat sink,Negative
"*=Webcam is a bit laggy, not the greatest.",Webcam,Negative
"I am not much of a computer techie, so I can understand some ofÃ‚Â the internal problems, though I do have trend micro as an antiviral program.",trend micro,Neutral
"I am not much of a computer techie, so I can understand some ofÃ‚Â the internal problems, though I do have trend micro as an antiviral program.",antiviral program,Neutral
"The computer continued to give me issues and in Late June it completely died again and I tried to call Acer again to get it fixed and they refused to help me, they said my warrenty was up and hung up on me.",warrenty,Negative
I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,plastic piece,Negative
I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,usb port wires,Neutral
Wonderful sleek case design is only on the outside.,case design,Positive
It is speedy when connected wirelessly to any network regardless if the connection is weak or not.,connection,Positive
The pricing is very competitive.,pricing,Positive
Connecting to my wireless router via built-in wireless took no time at all.,built-in wireless,Positive
This computer is exceptionally thin for it's screen size and processing power.,screen size,Positive
This computer is exceptionally thin for it's screen size and processing power.,processing power,Positive
I have not had a problem with the applications quitting or freezing.,applications,Positive
"Maybe this is virus related, maybe not, but the computer has locked up many times, and on two occasions, the screen has simply gone black.",screen,Negative
This wiped out several programs that were installed on the computer when it was bought.,programs,Negative
"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",graphics,Positive
"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",graphics,Positive
"I have Vista, so I am unable to install and uninstallÃ‚Â some programs.",Vista,Negative
"I have Vista, so I am unable to install and uninstallÃ‚Â some programs.",programs,Negative
"I have Vista, so I am unable to install and uninstallÃ‚Â some programs.",install,Negative
"I have Vista, so I am unable to install and uninstallÃ‚Â some programs.",uninstallÃ‚Â,Negative
"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",screen,Positive
"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",keyboard,Positive
the mouse jumps around all the time and it clicks stuff i dont want it too.,mouse,Negative
For those that care about noise this thing doesn't really make any;,noise,Positive
"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",IWORKS,Positive
"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",Itunes,Positive
"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",MS Office,Positive
The macbooks are small enough to be very portable yet hold tons of information and performance.,performance,Positive
The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,iWork,Negative
The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,software,Negative
The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,price,Negative
"Whenever tried to turn it on, it would restart as soon as the BIOS launched Windows (or Winblows, as I like ot call it).",BIOS,Neutral
"Whenever tried to turn it on, it would restart as soon as the BIOS launched Windows (or Winblows, as I like ot call it).",Windows,Negative
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,application,Positive
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,OS X,Neutral
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,Boot Camp,Positive
BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,Windows,Neutral
The mousepad is a huge pain in the arse!,mousepad,Negative
"I hope to edit this in the next few hours, I am going to try to install my own copy of Windows 7.",Windows 7,Neutral
") I also purchased Applecare for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.",Applecare,Neutral
") I also purchased Applecare for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.",extended warranty,Neutral
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",windows,Neutral
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",programs,Neutral
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",cad programs,Neutral
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",bootcamp,Neutral
"Whenever I call Dell about an unrelated problem, they ask me if my laptop is running slowly and if I'd like to purchase more memory for $75.",memory,Negative
Ã‚Â since thenÃ‚Â i have had minor problems with slow operation.,operation,Negative
Registration/1st use is easy.,use,Positive
Take your time and go through the tutorials patiently.,tutorials,Neutral
Ã‚Â This time the mouse pad and right click key wouldn't work!,mouse pad,Negative
Ã‚Â This time the mouse pad and right click key wouldn't work!,right click key,Negative
The first full charge of this battery got me only about 2 full hours.,battery,Negative
The first full charge of this battery got me only about 2 full hours.,full charge,Negative
"I bought a cordless mouse for it, but don't always take it out;",cordless mouse,Neutral
"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",runs,Positive
It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,Toshiba tech support,Negative
It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,techs,Negative
They only stay charged a little over an hour.,charged,Negative
"The 4 USB ports are nice, but the two on the side only work now and then.",USB ports,Positive
Ã‚Â I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,tech support,Negative
Ã‚Â I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,online chat,Negative
Keyboard could use some trimming.,Keyboard,Negative
Its white color is stylish for college students and easy to take to carry and take to classes.,color,Positive
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",keyboard,Negative
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",speaker grill,Negative
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",buttons,Negative
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",USB ports,Negative
"When I am next to my router on my HP I get full service, on my Eee PC I get 3 bars.",full service,Positive
I got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.,warranty,Neutral
The letter A stopped working after the first week.,letter A,Negative
This is what I call a good after sales service.,after sales service,Positive
I took off a star because the machine has a lot of junk software on it.,software,Negative
"With what I do know how to do, the computer works beautiful.",works,Positive
Tried to make a recovey disk wouldnt get passed the first recovery disk.,recovey disk,Negative
Tried to make a recovey disk wouldnt get passed the first recovery disk.,recovery disk,Negative
"Most everything is fine with this machine: speed, capacity, build.",speed,Positive
"Most everything is fine with this machine: speed, capacity, build.",capacity,Positive
"Most everything is fine with this machine: speed, capacity, build.",build,Positive
"For the same price, you get a lot more in the Asus....1920x1080 res.",price,Negative
"I made a photo book as a gift, on my computer, pushed ""Buy"" and it drew from my iTunes account and sent the book to my house, the book was of perfect quality-exactly how I had created it and looked better than I had even imagined.",iTunes,Positive
"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",portability,Positive
"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",battery life,Positive
It is in the best condition and has a really high quality.,quality,Positive
When it come time for warranty service to Toshiba you don't matter.,warranty service to Toshiba,Negative
Ã‚Â However the frozen screens kept happening.,screens,Negative
"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",space,Negative
"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",downloads,Negative
3) Horrible customer support,customer support,Negative
The LED backlit display makes my pictures pop so much more.,LED backlit display,Positive
"Apple is always great about the aesthetics of things, they always come up with good looking products.",aesthetics,Positive
Runs smooth and quick.,Runs,Positive
The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,screen size,Negative
The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,battery life,Positive
The graphics are great.,graphics,Positive
in 5 months the connect quality got worse and worse.,connect quality,Negative
"The big screen allows you to enjoy watching movies , pictures and etc!",screen,Positive
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",headphone,Negative
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",mic jack,Negative
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",touch-pad,Negative
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",touch-pad,Negative
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",headphones,Neutral
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",mic,Neutral
For the [$] price (special offer) this is a great laptop.,price,Positive
the manufacturer's warranty only covers replacement/repair of parts.,warranty,Negative
What I'd like is for the laptop to run well without having to purchase additional memory.,memory,Negative
What I'd like is for the laptop to run well without having to purchase additional memory.,run,Negative
It works exactly like it did the day I took it out of the box.,works,Positive
"It is fast booting up , shutting down, and connection with the internet.",connection with the internet,Positive
"It is fast booting up , shutting down, and connection with the internet.",booting up,Positive
"It is fast booting up , shutting down, and connection with the internet.",shutting down,Positive
The battery life is great.,battery life,Positive
This is not a serious gaming laptop or a serious media machine;,gaming,Neutral
Ã‚Â They replaced my hard drive as well as my mother board.,hard drive,Negative
Ã‚Â They replaced my hard drive as well as my mother board.,mother board,Negative
There is nothing to complain about the system.,system,Positive
and it comes with the new OSX that comes with new features that makes the use more easy.,OSX,Positive
and it comes with the new OSX that comes with new features that makes the use more easy.,features,Positive
and it comes with the new OSX that comes with new features that makes the use more easy.,use,Positive
"Now the screen is going darker, darker, darker.",screen,Negative
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYS,Negative
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYBOARD,Negative
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYS,Negative
"Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",Features,Neutral
"Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",Dashboard,Neutral
when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,return policy,Negative
"Ã‚Â I sent it back and found this time that the battery was faulty, so I got a new one and some other fixes they found.",battery,Negative
Great pick for portability and affordability.,portability,Positive
Great pick for portability and affordability.,affordability,Positive
"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.",set up,Positive
"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.",hook to my wireless network,Positive
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",aluminum style,Neutral
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",specs,Neutral
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",nvidia 9800,Neutral
The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.,arm piece,Positive
I take it everywhere with me because it's so easy to carry.,carry,Positive
